KR 22 A 40 34 IN 114,6.23166907823,-75.54985945252
KR 73 B 93 81,6.28984476724,-75.57805794295
KR 85 A 34 A 29,6.24287537639,-75.60860481972
CL 45 10 A 73 IN 114,6.22997970464,-75.54308407202
CL 56 24 AA 31 IN 111,6.24309145386,-75.54487057427
KR 47 59 76,6.25615097414,-75.56124175344
CL 113 B 64 BB 29 IN 301,6.3088853222,-75.56122810655
KR 40 47 54,6.24376412778,-75.56163706433
KR 46 87 71,6.28054455233,-75.55386861769
KR 84 B 63 119,6.27400737622,-75.5964458705
CL 49 17 C 80 AP 566,6.23715505614,-75.5453906798
CL 101 CR 45 A 30,6.291618986,-75.55282014297
KR 45 16 SUR 190 AP 1705,6.18902323583,-75.57880694525
KR 27 59 130,6.25125232592,-75.54795688817
CL 118 43 B 68,6.30266842388,-75.5487511395
CL 32 F 78 169 AP 401 ED MADEIRA,6.23821080172,-75.59998061399
KR 37 96 35,6.28722827164,-75.54679091934
CL 84 39 A 75,6.27535659077,-75.5491436116
KR 16 56 21,6.23845126276,-75.53946637964
KR 66 93 46,6.28739815986,-75.57169039795
KR 88 64 27,6.27645986605,-75.59813608771
MEDELLIN,6.2492847968,-75.57259408819
CL 104 C 50 B 44,6.29625853642,-75.55791727108
CL 34 34 C 122 BL 3 AP 101,6.23290482884,-75.56248298733
KR 50 79 56,6.27349748167,-75.559037325
KR 66 A 93 13,6.28718317205,-75.57226392675
KR 50 A 61 33 BR PRADO,6.25888210581,-75.56334654333
CL 104 A 84 D 54,6.30700968752,-75.58377255044
CL 24 48 27,6.22585151062,-75.57578444458
CL 39 43 A 55,6.23745110485,-75.56756831796
KR 86 B 98 B 39,6.30074545391,-75.58561436634
KR 15 BA 35 12,6.22837021372,-75.54498687083
KR 53 C CL 9 SUR 41 IN 343,6.20175989505,-75.59145387838
KR 41 A 80 64 COLINA,6.272687826,-75.5503884376
CL 10 B SUR 52 B 47,6.1994559957,-75.59064761741
KR 29 A 3 97 CS 107 UB LA ALQUERIA,6.20257788221,-75.55993168631
CL 103 A CR 50 C 71,6.2951596682,-75.55906376452
KR 43 C 2 SUR 33 APTO 602,6.20156436262,-75.57525930656
KR 81 A 48 A 38,6.26000862879,-75.5990698509
CL 10 2 EST 120,6.1824582207,-75.64554455791
KR 10 B 44 A 15,6.22728569554,-75.54400470024
CL 59 C 134 61,6.276494563,-75.63856793339
KR 71 A 96 52,6.29236727386,-75.57421944538
CL 97 76 161 CASTILLA,6.29547418811,-75.58119695859
KR 80 104 F 02,6.30632248976,-75.5765850304
CL 50 71 80 TO B PI 6 AP 606,6.25936754652,-75.58752757231
CL 114 75 84,6.31026594945,-75.57098117057
KR 39 A 68 40,6.2635831466,-75.55067800631
KR 73 B 94 26,6.29047662262,-75.57771763868
KR 20 B 47 112,6.23732419309,-75.54769473153
CL 88 D 65 A 13,6.28162351596,-75.5725486932
KR 75 DA 1 SUR 140,6.20971887898,-75.5985917705
KR 77 B 48 144,6.25977166383,-75.5943203492
CL 44 104 14,6.25700529083,-75.6198511755
CL 2 B 81 A 109 URB NEW YORK,6.21008228201,-75.60624129576
CL 51 70 53 AP 401,6.25971350604,-75.58744780533
KR 87 47 64,6.25722595806,-75.60343270389
KR 51 A 97 52,6.2900472343,-75.55980275706
CL 94 A 63 A 80,6.28751802664,-75.56705604184
KR 50 C 65 02,6.26207585809,-75.56270481562
CL 105 F 70 36,6.30363828452,-75.56918595259
CL 17 SUR 44 38,6.18828618024,-75.57896802155
CL 51 81 A 21,6.2644288883,-75.59842268994
KR 32 89 A 121,6.28143695377,-75.54482076026
KR 29 B CL 3 B SUR 20 IN 224,6.19630567803,-75.56211679853
CL 8 SUR 83 A 32,6.20454400351,-75.60680621786
CL 10 A 22 51 CS 106,6.2089525064,-75.5539796378
KR 45 A 110 93,6.30026323049,-75.54864483523
KR 74 97 19,6.29435469308,-75.57704672456
CL 58 AA 98 B 42,6.27461261963,-75.60884814353
KR 51 C 13 SUR 25,6.19549199106,-75.58985911897
CL 55 42 52,6.25046867491,-75.56057875558
CL 13 9 126,6.18698117321,-75.6565650299
KR 83 A 48 BB 81 BL 10 AP 144 BR CALASANZ,6.26117017947,-75.6023682023
CL 77 50 C 26,6.27151565238,-75.5621217724
KR 84 37 B 75,6.24642253504,-75.60582585766
KR 49 B 106 71 IN 106,6.29748870832,-75.55453487808
CL 16 A SUR 41 107,6.18918311859,-75.57596089566
CRA 81 B 7 A 49 VILLA VERDE II APTO 948,6.22031231953,-75.60396523657
CL 42 48 51,6.24248357998,-75.57053551307
CL 13 70 42,6.21980043465,-75.59325664251
CL 85 92 B 07 IN 301,6.2912001717,-75.59135333586
CL 100 B 79 38,6.29891681728,-75.57973812957
CL 23 41 55 AP 1207,6.22200890206,-75.56743992102
CL 79 40 23,6.27105489274,-75.54955271053
CL 78 A 93 26,6.28873805428,-75.59358222602
KR 34 7 64,6.20651459295,-75.56478088528
CL 62 49 15,6.25840948368,-75.56172512926
KR 82 A 37 B 32 AP 202 BR SIMON BOLIVAR,6.24563342398,-75.60429404414
CL 12 AA SUR 54 52,6.19795112623,-75.59380224951
CL 76 AF 83 54 3 PI,6.27968278525,-75.59198387266
CL 5 72 25 BL 15,6.21667950574,-75.59561670203
CL 103 C 72 46,6.30042231879,-75.57210923244
CL 68 48 48,6.26425421799,-75.55791944968
KR 79 A 52 51 AP 201,6.26550258632,-75.59576944176
CL 56 A 81 34 AP 110 TR 9,6.27102647333,-75.59688867059
CL 107 51 21,6.29903384888,-75.55646143761
CL 65 B 80 A 91,6.27426317181,-75.59346018936
KR 35 56 41,6.24751592464,-75.55378006021
CL 56 36 59,6.24784928414,-75.55511450746
KR 45 63 A 50,6.25832566271,-75.55691065074
CL 2 B 81 A 190,6.21077953271,-75.60516319475
CL 63 80 A 40 IN 1201 BR ROBLEDO,6.27359893483,-75.5945832956
KR 57 83 B 56,6.27777747413,-75.56513298061
KR 48 17 A SUR 51,6.18880497933,-75.58125791118
KR 49 B 93 41,6.28496602555,-75.55735168493
KR 40 81 32,6.2730271096,-75.54923654375
CL 52 81 32 IN 502 CALAZANS,6.26526609451,-75.59730608413
CL 111 66 17 BOYAC,6.30599626545,-75.56564369684
CL 1 A SUR 43 A 206 AP 804,6.2035458389,-75.57377047839
CL 18 83 80 CS 135,6.22209526791,-75.60873018303
KR 75 9 A 45,6.21886076261,-75.59767789035
KR 39 A 58 19,6.25101207656,-75.55713371666
KR 25 B 37 21,6.22915691168,-75.55406495815
CL 45 36 A 57,6.24156871745,-75.55966813357
KR 50 54 50,6.25335225343,-75.56601835975
CL 37 D 81 27,6.24604455299,-75.60315556377
CL 109 A 63 B 31 AP 301,6.3027147836,-75.55910973435
KR 43 C 5 87,6.20698381457,-75.57294472231
CL 12 52 A 06,6.21666162553,-75.58196491648
KR 81 32 63 AP 309 H BR BELEN NUEVA VILL,6.23469269153,-75.60238100789
